Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Surface_tension, mN/m",Smiles#1,Smiles#2
V,"propane-1,3-diamine","butane-1,4-diol",0.396,0.604,298.15,46.21,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.396,0.604,303.15,45.37,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.396,0.604,308.15,45.39,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.396,0.604,313.15,44.81,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.396,0.604,318.15,44.58,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.343,0.657,293.15,46.79,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.343,0.657,298.15,46.26,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.343,0.657,303.15,45.5,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.343,0.657,308.15,45.42,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.343,0.657,313.15,44.87,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.343,0.657,318.15,44.73,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.288,0.712,293.15,46.69,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.288,0.712,298.15,46.14,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.288,0.712,303.15,45.45,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.288,0.712,308.15,45.32,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.288,0.712,313.15,44.86,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.288,0.712,318.15,44.63,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.233,0.767,293.15,46.48,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.233,0.767,298.15,45.73,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.233,0.767,303.15,45.17,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.233,0.767,308.15,45.1,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.233,0.767,313.15,44.71,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.233,0.767,318.15,44.52,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.177,0.823,293.15,46.15,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.177,0.823,298.15,45.51,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.177,0.823,303.15,45.12,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.177,0.823,308.15,44.9,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.177,0.823,313.15,44.56,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.177,0.823,318.15,44.4,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.119,0.881,293.15,45.86,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.119,0.881,298.15,45.35,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.119,0.881,303.15,44.77,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.119,0.881,308.15,44.71,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.119,0.881,313.15,44.39,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.119,0.881,318.15,44.27,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.06,0.94,293.15,45.56,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.06,0.94,298.15,44.97,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.06,0.94,303.15,44.45,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.06,0.94,308.15,44.3,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.06,0.94,313.15,44.1,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.06,0.94,318.15,43.85,C(CN)CN,C(CCO)CO
V,5-methyl-2-propan-2-ylphenol,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",0.7,0.3,298.15,31.75,CC1=CC(=C(C=C1)C(C)C)O,CC1(C2CCC1(C(C2)O)C)C
V,5-methyl-2-propan-2-ylphenol,decanoic acid,0.333,0.667,298.15,28.43,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylphenol,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",0.5,0.5,298.15,30.35,CC1=CC(=C(C=C1)C(C)C)O,CC1(C2CCC1(C(=O)C2)C)C
V,5-methyl-2-propan-2-ylphenol,octanoic acid,0.5,0.5,298.15,29.09,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCC(=O)O
V,2-(trimethylazaniumyl)acetate,furan-2-carboxylic acid,0.333,0.667,298.15,32.3,C[N+](C)(C)CC(=O)[O-],C1=COC(=C1)C(=O)O
V,2-(trimethylazaniumyl)acetate,2-hydroxyacetic acid,0.333,0.667,298.15,55.92,C[N+](C)(C)CC(=O)[O-],C(C(=O)O)O
V,2-(trimethylazaniumyl)acetate,(2R)-2-hydroxy-2-phenylacetic acid,0.5,0.5,298.15,64.5,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C=C1)[C@H](C(=O)O)O
V,2-(trimethylazaniumyl)acetate,2-phenylacetic acid,0.333,0.667,298.15,40.74,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C=C1)CC(=O)O
