Type of DES,Component#1,Component#2,X#1,X#2,"T, K",Refractive_index,Smiles#1,Smiles#2
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,298.15,1.48675,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,308.15,1.48443,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,313.15,1.48326,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,323.15,1.48093,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,328.15,1.47978,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,333.15,1.47856,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-(tert-butylamino)ethanol;hydrochloride,"ethane-1,2-diol",0.3333,0.6667,298.15,1.46768,CC(C)(C)NCCO.Cl,C(CO)O
III,2-(tert-butylamino)ethanol;hydrochloride,"ethane-1,2-diol",0.3333,0.6667,308.15,1.46498,CC(C)(C)NCCO.Cl,C(CO)O
III,2-(tert-butylamino)ethanol;hydrochloride,"ethane-1,2-diol",0.3333,0.6667,313.15,1.4636,CC(C)(C)NCCO.Cl,C(CO)O
III,2-(tert-butylamino)ethanol;hydrochloride,"ethane-1,2-diol",0.3333,0.6667,318.15,1.46192,CC(C)(C)NCCO.Cl,C(CO)O
III,2-(tert-butylamino)ethanol;hydrochloride,"ethane-1,2-diol",0.3333,0.6667,323.15,1.46051,CC(C)(C)NCCO.Cl,C(CO)O
III,2-(tert-butylamino)ethanol;hydrochloride,"ethane-1,2-diol",0.3333,0.6667,333.15,1.45771,CC(C)(C)NCCO.Cl,C(CO)O
III,2-(tert-butylamino)ethanol;hydrochloride,"ethane-1,2-diol",0.3333,0.6667,338.15,1.45664,CC(C)(C)NCCO.Cl,C(CO)O
III,2-(tert-butylamino)ethanol;hydrochloride,"ethane-1,2-diol",0.3333,0.6667,343.15,1.45531,CC(C)(C)NCCO.Cl,C(CO)O
III,2-(tert-butylamino)ethanol;hydrochloride,"propane-1,2,3-triol",0.3333,0.6667,298.15,1.4856,CC(C)(C)NCCO.Cl,C(C(CO)O)O
III,2-(tert-butylamino)ethanol;hydrochloride,"propane-1,2,3-triol",0.3333,0.6667,303.15,1.48435,CC(C)(C)NCCO.Cl,C(C(CO)O)O
III,2-(tert-butylamino)ethanol;hydrochloride,"propane-1,2,3-triol",0.3333,0.6667,313.15,1.48181,CC(C)(C)NCCO.Cl,C(C(CO)O)O
III,2-(tert-butylamino)ethanol;hydrochloride,"propane-1,2,3-triol",0.3333,0.6667,318.15,1.48052,CC(C)(C)NCCO.Cl,C(C(CO)O)O
III,2-(tert-butylamino)ethanol;hydrochloride,"propane-1,2,3-triol",0.3333,0.6667,328.15,1.47795,CC(C)(C)NCCO.Cl,C(C(CO)O)O
III,2-(tert-butylamino)ethanol;hydrochloride,"propane-1,2,3-triol",0.3333,0.6667,333.15,1.47663,CC(C)(C)NCCO.Cl,C(C(CO)O)O
III,2-(tert-butylamino)ethanol;hydrochloride,"propane-1,2,3-triol",0.3333,0.6667,338.15,1.47534,CC(C)(C)NCCO.Cl,C(C(CO)O)O
III,2-(tert-butylamino)ethanol;hydrochloride,"propane-1,2,3-triol",0.3333,0.6667,343.15,1.47401,CC(C)(C)NCCO.Cl,C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,298.15,1.523,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,308.15,1.521,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,318.15,1.52,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,338.15,1.515,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,348.15,1.513,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,358.15,1.512,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,308.15,1.519,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,318.15,1.517,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,328.15,1.515,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,338.15,1.512,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,358.15,1.509,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,298.15,1.519,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,308.15,1.518,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,328.15,1.514,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,338.15,1.511,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,348.15,1.509,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,358.15,1.507,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.7143,0.2857,298.15,1.522,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.7143,0.2857,308.15,1.52,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.7143,0.2857,328.15,1.516,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.7143,0.2857,348.15,1.512,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.7143,0.2857,358.15,1.51,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-chloroacetic acid,0.3333,0.6667,298.15,1.472,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)Cl
III,2-hydroxyethyl(trimethyl)azanium chloride,2-chloroacetic acid,0.3333,0.6667,313.15,1.4687,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)Cl
III,2-hydroxyethyl(trimethyl)azanium chloride,propanoic acid,0.3333,0.6667,293.15,1.4491,C[N+](C)(C)CCO.[Cl-],CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,propanoic acid,0.3333,0.6667,308.15,1.4463,C[N+](C)(C)CCO.[Cl-],CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3333,0.6667,293.15,1.5178,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3333,0.6667,313.15,1.5132,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3333,0.6667,338.15,1.507,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2,2-trichloroacetic acid",0.3333,0.6667,313.15,1.4868,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2,2-trichloroacetic acid",0.3333,0.6667,328.15,1.4827,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O
III,2-hydroxyethyl(trimethyl)azanium chloride,pentanedioic acid,0.5,0.5,303.15,1.48211,C[N+](C)(C)CCO.[Cl-],C(CC(=O)O)CC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,pentanedioic acid,0.5,0.5,323.15,1.47733,C[N+](C)(C)CCO.[Cl-],C(CC(=O)O)CC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,pentanedioic acid,0.5,0.5,353.15,1.47014,C[N+](C)(C)CCO.[Cl-],C(CC(=O)O)CC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-hydroxyacetic acid,0.5,0.5,318.15,1.47834,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-hydroxyacetic acid,0.5,0.5,333.15,1.47487,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-oxopentanoic acid,0.3333,0.6667,308.15,1.46512,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-oxopentanoic acid,0.3333,0.6667,323.15,1.46096,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-oxopentanoic acid,0.3333,0.6667,348.15,1.45402,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,propanedioic acid,0.5,0.5,308.15,1.48491,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,propanedioic acid,0.5,0.5,343.15,1.47708,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,oxalic acid,0.5,0.5,303.15,1.4852,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,oxalic acid,0.5,0.5,328.15,1.47854,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,288.15,1.48698,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,293.15,1.48574,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,310.65,1.48159,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,320.65,1.47921,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,335.65,1.47564,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,285.65,1.47174,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,305.65,1.46701,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,313.15,1.46505,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,325.65,1.46192,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,290.65,1.509617,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,298.15,1.508076,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,313.15,1.504855,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,320.65,1.50313,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,333.15,1.500288,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2-diol",0.25,0.75,318.15,1.4519,C[N+](C)(C)CCO.[Cl-],CC(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,303.15,1.56671,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-oxopentanoic acid,0.3333,0.6667,298.15,1.46185,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-oxopentanoic acid,0.3333,0.6667,313.15,1.45724,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-oxopentanoic acid,0.3333,0.6667,338.15,1.44995,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,tetrabutylazanium chloride,4-oxopentanoic acid,0.3333,0.6667,303.15,1.45444,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)CCC(=O)O
III,tetrabutylazanium chloride,4-oxopentanoic acid,0.3333,0.6667,333.15,1.4446,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)CCC(=O)O
III,tetraethylazanium chloride,4-oxopentanoic acid,0.3333,0.6667,298.15,1.4626,CC[N+](CC)(CC)CC.[Cl-],CC(=O)CCC(=O)O
III,tetraethylazanium chloride,4-oxopentanoic acid,0.3333,0.6667,338.15,1.45028,CC[N+](CC)(CC)CC.[Cl-],CC(=O)CCC(=O)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.3333,0.6667,303.15,1.4672,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.3333,0.6667,343.15,1.4545,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,323.15,1.4556,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.2,0.8,323.15,1.4523,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.25,0.75,313.15,1.4745,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.25,0.75,343.15,1.4652,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.2,0.8,343.15,1.4626,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,303.15,1.4754,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,303.15,1.4772,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,333.15,1.4678,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.6667,0.3333,323.15,1.476,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.75,0.25,303.15,1.4836,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.75,0.25,343.15,1.4717,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.8,0.2,343.15,1.4722,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2-dihydroxyindene-1,3-dione",0.5714,0.4286,298.15,1.562256,C[N+](C)(C)CCO.[Cl-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2-dihydroxyindene-1,3-dione",0.5714,0.4286,323.15,1.554651,C[N+](C)(C)CCO.[Cl-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O
III,tetrabutylazanium chloride,3-aminopropan-1-ol,0.2,0.8,308.15,1.469,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CN)CO
III,tetrabutylazanium chloride,3-aminopropan-1-ol,0.2,0.8,328.15,1.4619,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CN)CO
III,tetrabutylazanium chloride,3-aminopropan-1-ol,0.1429,0.8571,318.15,1.4625,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CN)CO
III,tetrabutylazanium chloride,3-aminopropan-1-ol,0.1429,0.8571,328.15,1.4592,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CN)CO
III,tetrabutylazanium chloride,3-aminopropan-1-ol,0.1111,0.8889,318.15,1.4607,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CN)CO
III,tetraethylazanium chloride,3-aminopropan-1-ol,0.2,0.8,298.15,1.477,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO
III,tetraethylazanium chloride,3-aminopropan-1-ol,0.2,0.8,313.15,1.4713,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO
III,tetraethylazanium chloride,3-aminopropan-1-ol,0.1429,0.8571,308.15,1.4688,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO
III,tetraethylazanium chloride,3-aminopropan-1-ol,0.1429,0.8571,323.15,1.4638,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO
III,tetraethylazanium chloride,3-aminopropan-1-ol,0.1111,0.8889,313.15,1.4644,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO
III,tetraethylazanium chloride,3-aminopropan-1-ol,0.1111,0.8889,323.15,1.4608,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO
III,benzyl(tributyl)azanium chloride,2-(2-hydroxyethoxy)ethanol,0.25,0.75,308.15,1.4878,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(COCCO)O
III,benzyl(tributyl)azanium chloride,2-(2-hydroxyethoxy)ethanol,0.25,0.75,323.15,1.4836,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(COCCO)O
III,benzyl(trimethyl)azanium chloride,2-(2-hydroxyethoxy)ethanol,0.25,0.75,293.15,1.4925,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(COCCO)O
III,benzyl(trimethyl)azanium chloride,2-(2-hydroxyethoxy)ethanol,0.25,0.75,303.15,1.4897,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(COCCO)O
III,benzyl(trimethyl)azanium chloride,2-(2-hydroxyethoxy)ethanol,0.25,0.75,338.15,1.4798,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(COCCO)O
III,benzyl(tributyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,293.15,1.4963,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(tributyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,328.15,1.4855,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,298.15,1.4951,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,338.15,1.4835,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(tributyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,288.15,1.5079,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tributyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,318.15,1.4992,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,283.15,1.5126,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,298.15,1.5089,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,333.15,1.5002,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tributyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,288.15,1.4921,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(tributyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,318.15,1.4827,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(tributyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,328.15,1.4795,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,303.15,1.4865,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,323.15,1.4807,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-oxopentanoic acid,0.3333,0.6667,298.15,1.46867,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-oxopentanoic acid,0.3333,0.6667,318.15,1.4632,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-oxopentanoic acid,0.3333,0.6667,333.15,1.45902,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,308.15,1.5031,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2-diol",0.25,0.75,293.15,1.46137,C[N+](C)(C)CCO.[Cl-],CC(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2-diol",0.25,0.75,318.15,1.45418,C[N+](C)(C)CCO.[Cl-],CC(CO)O
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.8571,0.1429,333.15,1.4834,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.875,0.125,313.15,1.4888,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
