Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Heat_capacity, J.mol-1.K-1",Smiles#1,Smiles#2
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,325.703,210.3,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,326.028,181.1,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,326.352,178.1,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,326.679,176.8,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,327.004,175.9,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,327.329,175.4,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,327.654,174.9,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,327.979,174.6,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,328.305,174.4,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,328.63,174.3,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,328.956,174.1,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,329.281,173.9,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,329.607,173.8,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,329.932,173.7,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,330.257,173.6,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,330.582,173.6,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,330.908,173.5,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,331.234,173.4,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,331.559,173.4,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,331.884,173.4,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,332.209,173.4,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,332.534,173.3,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,332.86,173.4,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,333.185,173.4,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,333.511,173.4,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,333.836,173.4,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,334.161,173.5,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,334.486,173.6,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,334.812,173.7,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,335.137,173.9,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,335.462,174.2,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,335.784,173.7,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,336.094,173.3,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,336.379,173.1,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,336.76,172.9,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,337.089,172.8,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,337.414,173.5,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,337.74,174.1,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,338.065,174.1,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,338.391,174.1,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,338.717,174.4,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,339.05,174.2,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,339.351,174.1,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,339.694,174.7,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,340.036,174.7,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,340.345,175.1,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,340.664,175.6,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,340.99,175.3,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,341.32,175.1,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,341.638,175,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,341.977,175.3,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,342.304,174.9,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,342.602,175.6,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,342.93,175.4,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,343.256,175.8,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,343.602,175.6,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,343.908,175.7,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,344.236,175.7,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,344.56,175.8,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,344.9,175.9,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,345.214,176.1,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,345.554,175.9,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,345.87,175.9,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,346.188,176.1,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,346.536,176.6,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,346.855,176.4,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,347.168,177.1,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,347.507,176.7,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,347.823,176.6,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium hexafluorophosphate,ethanol,0.107,0.893,348.152,176.8,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.9368,0.0632,293.15,394,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.9368,0.0632,298.15,396.5,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.9368,0.0632,303.15,398.9,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.9368,0.0632,308.15,401.2,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.9368,0.0632,313.15,403.3,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.9368,0.0632,318.15,405.4,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.8815,0.1185,293.15,377.1,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.8815,0.1185,298.15,379.5,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.8815,0.1185,303.15,381.7,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.8815,0.1185,308.15,383.9,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.8815,0.1185,313.15,386,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.8815,0.1185,318.15,388,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.7834,0.2166,293.15,346.9,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.7834,0.2166,298.15,349.1,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.7834,0.2166,303.15,351.2,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.7834,0.2166,308.15,353.3,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.7834,0.2166,313.15,355.3,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.7834,0.2166,318.15,357.3,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.69,0.31,293.15,318.2,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.69,0.31,298.15,320.3,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.69,0.31,303.15,322.3,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.69,0.31,308.15,324.2,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.69,0.31,313.15,326.1,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.69,0.31,318.15,327.9,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.6,0.4,293.15,290.9,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.6,0.4,298.15,292.8,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.6,0.4,303.15,294.7,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.6,0.4,308.15,296.5,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.6,0.4,313.15,298.2,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.6,0.4,318.15,299.9,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.5057,0.4943,293.15,262.1,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.5057,0.4943,298.15,263.9,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.5057,0.4943,303.15,265.6,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.5057,0.4943,308.15,267.3,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.5057,0.4943,313.15,268.9,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.5057,0.4943,318.15,270.5,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.4058,0.5942,293.15,232.2,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.4058,0.5942,298.15,234,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.4058,0.5942,303.15,235.6,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.4058,0.5942,308.15,237.1,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.4058,0.5942,313.15,238.5,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.4058,0.5942,318.15,239.8,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.3106,0.6894,293.15,204.1,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.3106,0.6894,298.15,205.8,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.3106,0.6894,303.15,207.2,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.3106,0.6894,308.15,208.6,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.3106,0.6894,313.15,209.9,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.3106,0.6894,318.15,211.2,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.199,0.801,293.15,171.7,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.199,0.801,298.15,173.4,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.199,0.801,303.15,174.9,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.199,0.801,308.15,176.4,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.199,0.801,313.15,177.6,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.199,0.801,318.15,178.8,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.1025,0.8975,293.15,143.3,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.1025,0.8975,298.15,145.1,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.1025,0.8975,303.15,146.7,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.1025,0.8975,308.15,148.3,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.1025,0.8975,313.15,149.7,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.1025,0.8975,318.15,151,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.0511,0.9489,293.15,128.1,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.0511,0.9489,298.15,130,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.0511,0.9489,303.15,131.8,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.0511,0.9489,308.15,133.5,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.0511,0.9489,313.15,135,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium;methyl sulfate,ethanol,0.0511,0.9489,318.15,136.6,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CCO
III,1-butyl-3-methylimidazol-3-ium tetrafluoroborate,ethanol,0.8821,0.1179,293.15,330.9,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,CCO
III,1-butyl-3-methylimidazol-3-ium tetrafluoroborate,ethanol,0.8821,0.1179,298.15,333,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,CCO
III,1-butyl-3-methylimidazol-3-ium tetrafluoroborate,ethanol,0.8821,0.1179,303.15,335.1,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,CCO
III,1-butyl-3-methylimidazol-3-ium tetrafluoroborate,ethanol,0.8821,0.1179,308.15,337.2,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,CCO
III,1-butyl-3-methylimidazol-3-ium tetrafluoroborate,ethanol,0.8821,0.1179,313.15,339.3,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,CCO
III,1-butyl-3-methylimidazol-3-ium tetrafluoroborate,ethanol,0.8821,0.1179,318.15,341.4,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,CCO
III,1-butyl-3-methylimidazol-3-ium tetrafluoroborate,ethanol,0.7531,0.2469,293.15,300.8,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,CCO
III,1-butyl-3-methylimidazol-3-ium tetrafluoroborate,ethanol,0.7531,0.2469,298.15,302.6,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,CCO
III,1-butyl-3-methylimidazol-3-ium tetrafluoroborate,ethanol,0.7531,0.2469,303.15,304.3,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,CCO
III,1-butyl-3-methylimidazol-3-ium tetrafluoroborate,ethanol,0.7531,0.2469,308.15,306.2,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,CCO
III,1-butyl-3-methylimidazol-3-ium tetrafluoroborate,ethanol,0.7531,0.2469,313.15,308,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,CCO
III,1-butyl-3-methylimidazol-3-ium tetrafluoroborate,ethanol,0.7531,0.2469,318.15,309.9,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,CCO
III,1-butyl-3-methylimidazol-3-ium tetrafluoroborate,ethanol,0.6738,0.3262,293.15,281.8,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,CCO
III,1-butyl-3-methylimidazol-3-ium tetrafluoroborate,ethanol,0.6738,0.3262,298.15,283.5,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,CCO
III,1-butyl-3-methylimidazol-3-ium tetrafluoroborate,ethanol,0.6738,0.3262,303.15,285.2,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,CCO
III,1-butyl-3-methylimidazol-3-ium tetrafluoroborate,ethanol,0.6738,0.3262,308.15,286.9,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,CCO
