Type of DES,Component#1,Component#2,X#1,X#2,"Melting_point, K",Smiles#1,Smiles#2,"T#1, K","T#2, K"
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.1022,0.8978,319.55,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.153,0.847,310.097,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.166,0.834,306.926,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.1991,0.8009,309,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.2,0.8,308.15,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.201,0.799,308.3,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.268,0.732,291.974,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.276,0.724,297.411,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.2968,0.7032,285.65,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.2989,0.7011,286.3,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.3,0.7,281.3,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.38,0.62,272.011,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.398,0.602,278.3,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.3985,0.6015,278.55,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.3988,0.6012,277.8,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.451,0.549,260.022,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.463,0.537,265.4,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.5,0.5,247.95,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.5992,0.4008,242.55,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.646,0.354,259.498,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.648,0.352,263.9,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.6989,0.3011,271.8,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.699,0.301,269.9,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.7,0.3,272.4,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.722,0.278,285.178,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.789,0.211,293.94,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.7981,0.2019,293.3,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.8,0.2,295.5,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.895,0.105,304.4,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.9,0.1,305.7,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.901,0.099,307.319,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",5-methyl-2-propan-2-ylphenol,0.9013,0.0987,307.15,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,315.7,323.5
V,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.5,0.5,298.15,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O,566,289.95
V,(2S)-2-aminopropanoic acid,2-hydroxypropanoic acid,0.5,0.5,298.15,C[C@@H](C(=O)O)N,CC(C(=O)O)O,570.15,289.95
V,2-[4-(2-methylpropyl)phenyl]propanoic acid,dodecanoic acid,0.8994,0.1006,338.64,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CCCCCCCCCCCC(=O)O,350.4,317.5
V,2-[4-(2-methylpropyl)phenyl]propanoic acid,dodecanoic acid,0.8008,0.1992,331.8,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CCCCCCCCCCCC(=O)O,350.4,317.5
V,2-[4-(2-methylpropyl)phenyl]propanoic acid,dodecanoic acid,0.7077,0.2923,325.03,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CCCCCCCCCCCC(=O)O,350.4,317.5
V,2-[4-(2-methylpropyl)phenyl]propanoic acid,dodecanoic acid,0.6023,0.3977,316.65,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CCCCCCCCCCCC(=O)O,350.4,317.5
V,2-[4-(2-methylpropyl)phenyl]propanoic acid,dodecanoic acid,0.5041,0.4959,312.78,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CCCCCCCCCCCC(=O)O,350.4,317.5
V,2-[4-(2-methylpropyl)phenyl]propanoic acid,dodecanoic acid,0.3,0.7,308.39,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CCCCCCCCCCCC(=O)O,350.4,317.5
V,2-[4-(2-methylpropyl)phenyl]propanoic acid,dodecanoic acid,0.1068,0.8932,312.46,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CCCCCCCCCCCC(=O)O,350.4,317.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",dodecanoic acid,0.9,0.1,307,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCC(=O)O,315.7,317.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",dodecanoic acid,0.8,0.2,299,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCC(=O)O,315.7,317.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",dodecanoic acid,0.7,0.3,289,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCC(=O)O,315.7,317.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",dodecanoic acid,0.6667,0.3333,294.64,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCC(=O)O,315.7,317.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",dodecanoic acid,0.6,0.4,297,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCC(=O)O,315.7,317.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",dodecanoic acid,0.5,0.5,302,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCC(=O)O,315.7,317.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",dodecanoic acid,0.4,0.6,306,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCC(=O)O,315.7,317.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",dodecanoic acid,0.3,0.7,310,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCC(=O)O,315.7,317.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",dodecanoic acid,0.25,0.75,312.22,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCC(=O)O,315.7,317.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",dodecanoic acid,0.2,0.8,312,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCC(=O)O,315.7,317.5
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",dodecanoic acid,0.1,0.9,316,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCC(=O)O,315.7,317.5
V,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",dodecanoic acid,0.43,0.57,279.15,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCCCC(=O)O,341.15,317.5
V,tetradecanoic acid,dodecanoic acid,0.8996,0.1004,325.72,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,327,317.5
V,tetradecanoic acid,dodecanoic acid,0.8,0.2,323.24,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,327,317.5
V,tetradecanoic acid,dodecanoic acid,0.7,0.3,319.37,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,327,317.5
V,tetradecanoic acid,dodecanoic acid,0.6,0.4,316.37,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,327,317.5
V,tetradecanoic acid,dodecanoic acid,0.4998,0.5002,310.96,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,327,317.5
V,tetradecanoic acid,dodecanoic acid,0.3998,0.6002,310.42,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,327,317.5
V,tetradecanoic acid,dodecanoic acid,0.35,0.65,309.68,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,327,317.5
V,tetradecanoic acid,dodecanoic acid,0.3,0.7,308.85,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,327,317.5
V,tetradecanoic acid,dodecanoic acid,0.2004,0.7996,310.61,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,327,317.5
V,tetradecanoic acid,dodecanoic acid,0.1004,0.8996,315.03,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,327,317.5
V,hexadecanoic acid,dodecanoic acid,0.9,0.1,333.95,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,336.8,317.5
V,hexadecanoic acid,dodecanoic acid,0.8,0.2,331.76,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,336.8,317.5
V,hexadecanoic acid,dodecanoic acid,0.7,0.3,329.19,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,336.8,317.5
V,hexadecanoic acid,dodecanoic acid,0.6,0.4,326.06,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,336.8,317.5
V,hexadecanoic acid,dodecanoic acid,0.5,0.5,321.88,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,336.8,317.5
V,hexadecanoic acid,dodecanoic acid,0.4,0.6,314.39,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,336.8,317.5
V,hexadecanoic acid,dodecanoic acid,0.3002,0.6998,313.89,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,336.8,317.5
V,hexadecanoic acid,dodecanoic acid,0.2002,0.7998,310.44,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,336.8,317.5
V,hexadecanoic acid,dodecanoic acid,0.1519,0.8481,310.64,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,336.8,317.5
V,hexadecanoic acid,dodecanoic acid,0.1032,0.8968,313.5,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,336.8,317.5
V,1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol,dodecanoic acid,0.3,0.7,289.15,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,CCCCCCCCCCCC(=O)O,369.15,317.5
V,octadecanoic acid,dodecanoic acid,0.8997,0.1003,341.47,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,343.67,317.5
V,octadecanoic acid,dodecanoic acid,0.8006,0.1994,339.38,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,343.67,317.5
V,octadecanoic acid,dodecanoic acid,0.7,0.3,337.16,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,343.67,317.5
V,octadecanoic acid,dodecanoic acid,0.5995,0.4005,334.86,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,343.67,317.5
V,octadecanoic acid,dodecanoic acid,0.5,0.5,331.93,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,343.67,317.5
V,octadecanoic acid,dodecanoic acid,0.3993,0.6007,328.53,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,343.67,317.5
V,octadecanoic acid,dodecanoic acid,0.2998,0.7002,322.13,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,343.67,317.5
V,octadecanoic acid,dodecanoic acid,0.2,0.8,316.17,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,343.67,317.5
V,octadecanoic acid,dodecanoic acid,0.1515,0.8485,312.31,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,343.67,317.5
V,octadecanoic acid,dodecanoic acid,0.1,0.9,313.04,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,343.67,317.5
V,octadecanoic acid,dodecanoic acid,0.05,0.95,316.23,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,343.67,317.5
V,5-methyl-2-propan-2-ylphenol,dodecanoic acid,0.9,0.1,318.22,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCC(=O)O,323.5,317.5
V,5-methyl-2-propan-2-ylphenol,dodecanoic acid,0.79,0.21,311.6,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCC(=O)O,323.5,317.5
V,5-methyl-2-propan-2-ylphenol,dodecanoic acid,0.7,0.3,306.96,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCC(=O)O,323.5,317.5
V,5-methyl-2-propan-2-ylphenol,dodecanoic acid,0.6,0.4,303.22,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCC(=O)O,323.5,317.5
V,5-methyl-2-propan-2-ylphenol,dodecanoic acid,0.55,0.45,301.54,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCC(=O)O,323.5,317.5
V,5-methyl-2-propan-2-ylphenol,dodecanoic acid,0.4,0.6,304.76,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCC(=O)O,323.5,317.5
V,5-methyl-2-propan-2-ylphenol,dodecanoic acid,0.3,0.7,309.36,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCC(=O)O,323.5,317.5
V,5-methyl-2-propan-2-ylphenol,dodecanoic acid,0.2,0.8,311.51,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCC(=O)O,323.5,317.5
V,5-methyl-2-propan-2-ylphenol,dodecanoic acid,0.1,0.9,314.17,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCC(=O)O,323.5,317.5
V,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide","(9Z,12Z)-octadeca-9,12-dienoic acid",0.5,0.5,202.15,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,341.15,266.25
V,2-(trimethylazaniumyl)acetate,2-hydroxybutanedioic acid,0.5,0.5,318.15,C[N+](C)(C)CC(=O)[O-],C(C(C(=O)O)O)C(=O)O,566,404.3
V,(2S)-2-aminopropanoic acid,2-hydroxybutanedioic acid,0.5,0.5,318.15,C[C@@H](C(=O)O)N,C(C(C(=O)O)O)C(=O)O,570.15,404.3
V,tetradecanoic acid,decanoic acid,0.8333,0.1667,297.9,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,327,304.8
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.9,0.1,306.35,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCC(=O)O,315.7,327
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.8,0.2,296.17,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCC(=O)O,315.7,327
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.7,0.3,303.76,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCC(=O)O,315.7,327
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.6,0.4,310.93,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCC(=O)O,315.7,327
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.5,0.5,314.17,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCC(=O)O,315.7,327
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.4,0.6,317.1,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCC(=O)O,315.7,327
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.3,0.7,319.74,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCC(=O)O,315.7,327
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.2,0.8,322.84,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCC(=O)O,315.7,327
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.1,0.9,324.97,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCC(=O)O,315.7,327
V,1-methyl-4-prop-1-en-2-ylcyclohexene,tetradecanoic acid,0.6667,0.3333,320.65,CC1=CCC(CC1)C(=C)C,CCCCCCCCCCCCCC(=O)O,199.15,327
V,1-methyl-4-prop-1-en-2-ylcyclohexene,tetradecanoic acid,0.5,0.5,320.85,CC1=CCC(CC1)C(=C)C,CCCCCCCCCCCCCC(=O)O,199.15,327
V,1-methyl-4-prop-1-en-2-ylcyclohexene,tetradecanoic acid,0.3333,0.6667,324.75,CC1=CCC(CC1)C(=C)C,CCCCCCCCCCCCCC(=O)O,199.15,327
V,hexadecanoic acid,tetradecanoic acid,0.951,0.049,335.41,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,336.8,327
V,hexadecanoic acid,tetradecanoic acid,0.899,0.101,334.06,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,336.8,327
V,hexadecanoic acid,tetradecanoic acid,0.849,0.151,332.87,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,336.8,327
V,hexadecanoic acid,tetradecanoic acid,0.798,0.202,331.87,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,336.8,327
V,hexadecanoic acid,tetradecanoic acid,0.7483,0.2517,330.77,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,336.8,327
V,hexadecanoic acid,tetradecanoic acid,0.6973,0.3027,329.63,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,336.8,327
V,hexadecanoic acid,tetradecanoic acid,0.6509,0.3491,328.01,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,336.8,327
V,hexadecanoic acid,tetradecanoic acid,0.5998,0.4002,326,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,336.8,327
V,hexadecanoic acid,tetradecanoic acid,0.55,0.45,321.27,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,336.8,327
V,hexadecanoic acid,tetradecanoic acid,0.4977,0.5023,321.75,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,336.8,327
V,hexadecanoic acid,tetradecanoic acid,0.4495,0.5505,321.99,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,336.8,327
V,hexadecanoic acid,tetradecanoic acid,0.3956,0.6044,321.18,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,336.8,327
V,hexadecanoic acid,tetradecanoic acid,0.3502,0.6498,320.64,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,336.8,327
V,hexadecanoic acid,tetradecanoic acid,0.3016,0.6984,320.42,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,336.8,327
V,hexadecanoic acid,tetradecanoic acid,0.2797,0.7203,319.96,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,336.8,327
V,hexadecanoic acid,tetradecanoic acid,0.15,0.85,324.04,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,336.8,327
V,hexadecanoic acid,tetradecanoic acid,0.0996,0.9004,325.54,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,336.8,327
V,5-methyl-2-propan-2-ylphenol,tetradecanoic acid,0.9,0.1,318.44,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCCCC(=O)O,323.5,327
V,5-methyl-2-propan-2-ylphenol,tetradecanoic acid,0.8,0.2,312.3,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCCCC(=O)O,323.5,327
V,5-methyl-2-propan-2-ylphenol,tetradecanoic acid,0.7,0.3,309.05,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCCCC(=O)O,323.5,327
V,5-methyl-2-propan-2-ylphenol,tetradecanoic acid,0.6,0.4,312.14,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCCCC(=O)O,323.5,327
V,5-methyl-2-propan-2-ylphenol,tetradecanoic acid,0.5,0.5,313.95,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCCCC(=O)O,323.5,327
V,5-methyl-2-propan-2-ylphenol,tetradecanoic acid,0.4,0.6,317.42,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCCCC(=O)O,323.5,327
