Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Electrical_conductivity, S.cm-1",lg_Conductivity,Smiles#1,Smiles#2,,,
III,benzyl(triethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,318.15,1.40E-05,-4.853871964,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,,
III,benzyl(triethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,323.15,2.80E-05,-4.552841969,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,,
III,benzyl(triethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,328.15,6.00E-05,-4.22184875,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,,
III,benzyl(triethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,333.15,1.05E-04,-3.978810701,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,,
III,benzyl(triethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3,0.7,293.15,1.40E-05,-4.853871964,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,,,
III,benzyl(triethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3,0.7,298.15,4.10E-05,-4.387216143,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,,,
III,benzyl(triethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3,0.7,303.15,9.70E-05,-4.013228266,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,,,
III,benzyl(triethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3,0.7,308.15,1.77E-04,-3.752026734,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,,,
III,benzyl(triethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3,0.7,313.15,3.27E-04,-3.485452247,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,,,
III,benzyl(triethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3,0.7,318.15,4.77E-04,-3.321481621,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,,,
III,benzyl(triethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3,0.7,323.15,7.70E-04,-3.113509275,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,,,
III,benzyl(triethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3,0.7,328.15,1.10E-03,-2.959793372,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,,,
III,benzyl(triethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3,0.7,333.15,1.71E-03,-2.766242637,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,,,
III,benzyl(triphenyl)phosphanium chloride,2-(2-hydroxyethoxy)ethanol,0.125,0.875,293.15,4.66E-04,-3.331614083,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(COCCO)O,,,
III,benzyl(triphenyl)phosphanium chloride,"ethane-1,2-diol",0.25,0.75,328.15,4.85E-04,-3.314258261,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(CO)O,,,
III,benzyl(triphenyl)phosphanium chloride,"ethane-1,2-diol",0.25,0.75,338.15,1.99E-04,-3.701146924,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(CO)O,,,
III,benzyl(triphenyl)phosphanium chloride,"ethane-1,2-diol",0.25,0.75,348.15,1.60E-05,-4.795880017,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(CO)O,,,
III,benzyl(triphenyl)phosphanium chloride,"ethane-1,2-diol",0.25,0.75,358.15,1.50E-05,-4.823908741,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(CO)O,,,
III,benzyl(triphenyl)phosphanium chloride,"ethane-1,2-diol",0.25,0.75,368.15,1.40E-05,-4.853871964,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(CO)O,,,
III,benzyl(triphenyl)phosphanium chloride,"propane-1,2,3-triol",0.1667,0.8333,328.15,1.63E-04,-3.787812396,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O,,,
III,benzyl(triphenyl)phosphanium chloride,"propane-1,2,3-triol",0.1667,0.8333,338.15,1.90E-05,-4.721246399,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O,,,
III,benzyl(triphenyl)phosphanium chloride,"propane-1,2,3-triol",0.1667,0.8333,348.15,1.70E-05,-4.769551079,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O,,,
III,benzyl(triphenyl)phosphanium chloride,"propane-1,2,3-triol",0.1667,0.8333,358.15,1.50E-05,-4.823908741,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O,,,
III,benzyl(triphenyl)phosphanium chloride,"propane-1,2,3-triol",0.1667,0.8333,368.15,1.40E-05,-4.853871964,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O,,,
III,benzyl(triphenyl)phosphanium chloride,"propane-1,2,3-triol",0.0588,0.9412,298.15,1.62E-04,-3.790484985,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O,,,
III,benzyl(triphenyl)phosphanium chloride,"propane-1,2,3-triol",0.0588,0.9412,303.15,2.00E-04,-3.698970004,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O,,,
III,benzyl(triphenyl)phosphanium chloride,"propane-1,2,3-triol",0.0588,0.9412,308.15,1.33E-04,-3.876148359,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O,,,
III,benzyl(triphenyl)phosphanium chloride,"propane-1,2,3-triol",0.0588,0.9412,313.15,2.41E-04,-3.617982957,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O,,,
III,benzyl(triphenyl)phosphanium chloride,"propane-1,2,3-triol",0.0588,0.9412,318.15,2.78E-04,-3.555955204,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O,,,
III,benzyl(triphenyl)phosphanium chloride,"propane-1,2,3-triol",0.0588,0.9412,323.15,3.69E-04,-3.432973634,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O,,,
III,benzyl(triphenyl)phosphanium chloride,"propane-1,2,3-triol",0.0588,0.9412,328.15,4.59E-04,-3.338187314,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O,,,
III,benzyl(triphenyl)phosphanium chloride,"propane-1,2,3-triol",0.0588,0.9412,333.15,4.79E-04,-3.319664487,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O,,,
III,benzyl(triphenyl)phosphanium chloride,"propane-1,2,3-triol",0.0588,0.9412,338.15,5.88E-04,-3.230622674,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O,,,
III,benzyl(triphenyl)phosphanium chloride,"propane-1,2,3-triol",0.0588,0.9412,343.15,6.78E-04,-3.168770306,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O,,,
III,benzyl(triphenyl)phosphanium chloride,"propane-1,2,3-triol",0.0588,0.9412,348.15,8.04E-04,-3.094743951,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O,,,
III,benzyl(triphenyl)phosphanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.1111,0.8889,298.15,2.88E-04,-3.540607512,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(COCCOCCO)O,,,
III,benzyl(triphenyl)phosphanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.1111,0.8889,303.15,5.07E-04,-3.294992041,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(COCCOCCO)O,,,
III,benzyl(triphenyl)phosphanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.1111,0.8889,313.15,8.02E-04,-3.095825632,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(COCCOCCO)O,,,
III,benzyl(triphenyl)phosphanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.1111,0.8889,323.15,1.17E-03,-2.932557157,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(COCCOCCO)O,,,
III,benzyl(triphenyl)phosphanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.1111,0.8889,333.15,1.60E-03,-2.794795636,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(COCCOCCO)O,,,
III,benzyl(triphenyl)phosphanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.1111,0.8889,343.15,2.11E-03,-2.675511767,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(COCCOCCO)O,,,
III,benzyl(triphenyl)phosphanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.1111,0.8889,353.15,2.79E-03,-2.554084586,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(COCCOCCO)O,,,
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,293.15,7.34E-04,-3.13430394,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O,,,
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,298.15,8.83E-04,-3.054039296,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O,,,
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,303.15,1.05E-03,-2.979224512,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O,,,
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,308.15,1.25E-03,-2.903437562,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O,,,
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,313.15,1.46E-03,-2.834458923,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O,,,
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,318.15,1.70E-03,-2.768785352,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O,,,
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,323.15,2.00E-03,-2.698970004,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O,,,
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,328.15,2.28E-03,-2.642065153,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O,,,
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,333.15,2.60E-03,-2.585026652,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O,,,
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,338.15,2.92E-03,-2.534617149,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O,,,
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,343.15,3.28E-03,-2.484126156,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O,,,
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,293.15,5.80E-05,-4.236572006,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,,,
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,298.15,8.50E-05,-4.070581074,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,,,
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,303.15,1.17E-04,-3.931814138,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,,,
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,308.15,1.60E-04,-3.795880017,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,,,
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,313.15,2.20E-04,-3.657577319,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,,,
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,318.15,2.89E-04,-3.539102157,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,,,
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,323.15,3.74E-04,-3.427128398,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,,,
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,328.15,4.80E-04,-3.318758763,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,,,
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,333.15,5.96E-04,-3.22475374,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,,,
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,338.15,7.41E-04,-3.130181792,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,,,
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,343.15,8.94E-04,-3.048662481,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,,,
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,293.15,1.10E-05,-4.958607315,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O,,,
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,298.15,1.80E-05,-4.744727495,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O,,,
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,303.15,3.00E-05,-4.522878745,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O,,,
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,308.15,4.70E-05,-4.327902142,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O,,,
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,313.15,7.10E-05,-4.148741651,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O,,,
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,318.15,1.03E-04,-3.987162775,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O,,,
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,323.15,1.46E-04,-3.835647144,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O,,,
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,328.15,2.01E-04,-3.696803943,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O,,,
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,333.15,2.67E-04,-3.573488739,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O,,,
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,338.15,3.50E-04,-3.455931956,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O,,,
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,343.15,4.43E-04,-3.353596274,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O,,,
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,293.15,2.13E-04,-3.671620397,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O,,,
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,298.15,2.95E-04,-3.530177984,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O,,,
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,303.15,3.97E-04,-3.401209493,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O,,,
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,308.15,5.23E-04,-3.281498311,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O,,,
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,313.15,6.69E-04,-3.174573882,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O,,,
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,318.15,8.38E-04,-3.076755981,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O,,,
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,323.15,9.99E-04,-3.000434512,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O,,,
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,328.15,1.18E-03,-2.92885471,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O,,,
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,333.15,1.38E-03,-2.860435734,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O,,,
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,338.15,1.62E-03,-2.79128998,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O,,,
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,343.15,1.83E-03,-2.736837535,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2-diol",0.3333,0.6667,298.15,1.51E-03,-2.821023053,C[N+](C)(C)CCO.[Cl-],CC(CO)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"butane-1,3-diol",0.2,0.8,298.15,1.12E-03,-2.950781977,C[N+](C)(C)CCO.[Cl-],CC(CCO)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"butane-1,4-diol",0.2,0.8,298.15,9.60E-04,-3.017728767,C[N+](C)(C)CCO.[Cl-],C(CCO)CO,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,308.15,1.00E-06,-5.998699067,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,313.15,2.36E-06,-5.627087997,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,318.15,5.07E-06,-5.294906389,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,323.15,1.09E-05,-4.964570262,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,328.15,2.48E-05,-4.606424797,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,333.15,4.65E-05,-4.332266947,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,313.15,1.80E-06,-5.744727495,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,318.15,3.50E-06,-5.455931956,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,323.15,6.60E-06,-5.180456064,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,328.15,1.20E-05,-4.920818754,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,333.15,2.00E-05,-4.698970004,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,338.15,3.40E-05,-4.468521083,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,343.15,5.50E-05,-4.259637311,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,348.15,9.20E-05,-4.036212173,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,353.15,1.49E-04,-3.826813732,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,358.15,2.03E-04,-3.692503962,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,363.15,2.72E-04,-3.565431096,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,368.15,3.47E-04,-3.459670525,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,373.15,4.52E-04,-3.344861565,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2-diol",0.5,0.5,298.15,3.36E-04,-3.473660723,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2-diol",0.5,0.5,303.15,1.05E-03,-2.977159389,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2-diol",0.5,0.5,308.15,1.91E-03,-2.718058067,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2-diol",0.5,0.5,313.15,2.93E-03,-2.532836034,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2-diol",0.5,0.5,318.15,3.79E-03,-2.421246216,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2-diol",0.5,0.5,323.15,4.53E-03,-2.343614281,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2-diol",0.5,0.5,328.15,5.20E-03,-2.284330858,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C(=C1)O)O,,,
